[2024-11-16 05:05:44] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-16 05:05:44] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-16 05:05:44] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-16 05:05:45] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-16 05:05:45] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-16 05:05:45] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-16 05:05:45] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544\
[2024-11-16 05:05:45] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/youtube/
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:103] Filesize: 285 bytes
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/67382839b503f-I4Njg1.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:01] [class-ss-page.php:119] Checking Content Identical:b14f5bff57c199a2ca0f05ade4a63947e6a3eca6===. Value: FALSE
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-11-16 05:06:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 677
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/67382839b9e5c-HzY7A0.tmp
[2024-11-16 05:06:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/svg-paths/wave.svg?simply_static_page=587
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/svg-paths/wave.svg?simply_static_page=587
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:103] Filesize: 231 bytes
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/67382839b9e5c-HzY7A0.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:01] [class-ss-page.php:119] Checking Content Identical:d30e44a21ffda203d030623b6541c819eaefde05===. Value: FALSE
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-11-16 05:06:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 677
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/67382839bf555-xV7Vs0.tmp
[2024-11-16 05:06:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/data/responsive-widgets.json?simply_static_page=588
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/data/responsive-widgets.json?simply_static_page=588
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:103] Filesize: 376 bytes
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/67382839bf555-xV7Vs0.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:01] [class-ss-page.php:119] Checking Content Identical:4d40f55dc054564b90e37e08aa0c66bb03838930===. Value: FALSE
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/services/
[2024-11-16 05:06:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 677
[2024-11-16 05:06:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/67382839c4233-UtSxpd.tmp
[2024-11-16 05:06:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/services/?simply_static_page=589
[2024-11-16 05:06:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/services/?simply_static_page=589
[2024-11-16 05:06:04] [class-ss-url-fetcher.php:103] Filesize: 196846 bytes
[2024-11-16 05:06:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-11-16 05:06:04] [class-ss-url-fetcher.php:233] New filename for static page: /services/index.html
[2024-11-16 05:06:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/67382839c4233-UtSxpd.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/services/index.html
[2024-11-16 05:06:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:04] [class-ss-fetch-urls-task.php:159] Adding 79 URLs to the queue
[2024-11-16 05:06:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:04] [class-ss-page.php:119] Checking Content Identical:3a65946507821e8fcf227ae0907c7f4935edefd0===. Value: FALSE
[2024-11-16 05:06:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/about-2/
[2024-11-16 05:06:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 677
[2024-11-16 05:06:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283c8aa09-aDZGuH.tmp
[2024-11-16 05:06:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/about-2/?simply_static_page=590
[2024-11-16 05:06:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/about-2/?simply_static_page=590
[2024-11-16 05:06:06] [class-ss-url-fetcher.php:103] Filesize: 202467 bytes
[2024-11-16 05:06:06] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-11-16 05:06:06] [class-ss-url-fetcher.php:233] New filename for static page: /about-2/index.html
[2024-11-16 05:06:06] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738283c8aa09-aDZGuH.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/about-2/index.html
[2024-11-16 05:06:06] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:07] [class-ss-fetch-urls-task.php:159] Adding 82 URLs to the queue
[2024-11-16 05:06:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:07] [class-ss-page.php:119] Checking Content Identical:d5c1b0dbefa3c1ad8df5fc72f7eb7e71d3ed3f0a===. Value: FALSE
[2024-11-16 05:06:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/contact/
[2024-11-16 05:06:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 677
[2024-11-16 05:06:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283f2de11-Hxqtg3.tmp
[2024-11-16 05:06:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/contact/?simply_static_page=591
[2024-11-16 05:06:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/contact/?simply_static_page=591
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:103] Filesize: 198605 bytes
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:233] New filename for static page: /contact/index.html
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738283f2de11-Hxqtg3.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/contact/index.html
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:159] Adding 84 URLs to the queue
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:09] [class-ss-page.php:119] Checking Content Identical:0f77784cddec649360ba7b8807aa1ddbba0e6785===. Value: FALSE
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/uploads/2021/05/gallery-1.jpg
[2024-11-16 05:06:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 677
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828413a394-4YsoiR.tmp
[2024-11-16 05:06:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/uploads/2021/05/gallery-1.jpg?simply_static_page=592
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/uploads/2021/05/gallery-1.jpg?simply_static_page=592
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:103] Filesize: 98530 bytes
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/05/gallery-1.jpg
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828413a394-4YsoiR.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/uploads/2021/05/gallery-1.jpg
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:09] [class-ss-page.php:119] Checking Content Identical:9c5ea4a5303426df83793038e6fbb0747d0490dc===. Value: FALSE
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/uploads/2021/05/gallery-2.jpg
[2024-11-16 05:06:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 677
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828413df34-rkBdwW.tmp
[2024-11-16 05:06:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/uploads/2021/05/gallery-2.jpg?simply_static_page=593
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/uploads/2021/05/gallery-2.jpg?simply_static_page=593
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:103] Filesize: 149581 bytes
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/05/gallery-2.jpg
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828413df34-rkBdwW.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/uploads/2021/05/gallery-2.jpg
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:09] [class-ss-page.php:119] Checking Content Identical:5548197f43fbe17dbd1991bb88f057b661a64558===. Value: FALSE
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/uploads/2021/05/gallery-3.jpg
[2024-11-16 05:06:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 677
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738284147572-UHFsVL.tmp
[2024-11-16 05:06:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/uploads/2021/05/gallery-3.jpg?simply_static_page=594
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/uploads/2021/05/gallery-3.jpg?simply_static_page=594
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:103] Filesize: 95361 bytes
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/05/gallery-3.jpg
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738284147572-UHFsVL.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/uploads/2021/05/gallery-3.jpg
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:09] [class-ss-page.php:119] Checking Content Identical:abc8071c3e17794bd65b3d001966617cdab91612===. Value: FALSE
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/uploads/2021/05/logo.svg
[2024-11-16 05:06:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 677
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/67382841527bc-dAwEcN.tmp
[2024-11-16 05:06:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/uploads/2021/05/logo.svg?simply_static_page=595
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/uploads/2021/05/logo.svg?simply_static_page=595
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:103] Filesize: 11155 bytes
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/05/logo.svg
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/67382841527bc-dAwEcN.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/uploads/2021/05/logo.svg
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:09] [class-ss-page.php:119] Checking Content Identical:374d606ef7ea2fbb1154d5a1f56f8e0968354ffb===. Value: FALSE
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/uploads/2021/05/about.jpg
[2024-11-16 05:06:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 677
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828415816c-91Tr37.tmp
[2024-11-16 05:06:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/uploads/2021/05/about.jpg?simply_static_page=596
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/uploads/2021/05/about.jpg?simply_static_page=596
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:103] Filesize: 43189 bytes
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/05/about.jpg
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828415816c-91Tr37.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/uploads/2021/05/about.jpg
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:09] [class-ss-page.php:119] Checking Content Identical:495fbc2f123ca3a923a472dc386999ab7d567012===. Value: FALSE
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/uploads/2021/05/client-logo-1.png
[2024-11-16 05:06:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 677
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828415ce3e-i0bx4j.tmp
[2024-11-16 05:06:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/uploads/2021/05/client-logo-1.png?simply_static_page=597
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/uploads/2021/05/client-logo-1.png?simply_static_page=597
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:103] Filesize: 2173 bytes
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/05/client-logo-1.png
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828415ce3e-i0bx4j.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/uploads/2021/05/client-logo-1.png
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:09] [class-ss-page.php:119] Checking Content Identical:db9824bf6592170c0dcefc81172c02872808ff98===. Value: FALSE
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/uploads/2021/05/client-logo-2.png
[2024-11-16 05:06:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 677
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738284166403-vRPPME.tmp
[2024-11-16 05:06:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/uploads/2021/05/client-logo-2.png?simply_static_page=598
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/uploads/2021/05/client-logo-2.png?simply_static_page=598
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:103] Filesize: 1799 bytes
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/05/client-logo-2.png
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738284166403-vRPPME.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/uploads/2021/05/client-logo-2.png
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:09] [class-ss-page.php:119] Checking Content Identical:f265306b546ecb664be6abf8d1a1c8cf86f27373===. Value: FALSE
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/uploads/2021/05/client-logo-5.png
[2024-11-16 05:06:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 677
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828416f55e-Ik78Do.tmp
[2024-11-16 05:06:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/uploads/2021/05/client-logo-5.png?simply_static_page=599
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/uploads/2021/05/client-logo-5.png?simply_static_page=599
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:103] Filesize: 3749 bytes
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/05/client-logo-5.png
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828416f55e-Ik78Do.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/uploads/2021/05/client-logo-5.png
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:09] [class-ss-page.php:119] Checking Content Identical:58885c69ef68600468ef6bb5f5304613a16549a3===. Value: FALSE
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/uploads/2021/05/client-logo-4.png
[2024-11-16 05:06:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 677
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828417ab47-jBdLfe.tmp
[2024-11-16 05:06:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/uploads/2021/05/client-logo-4.png?simply_static_page=600
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/uploads/2021/05/client-logo-4.png?simply_static_page=600
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:103] Filesize: 2169 bytes
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2021/05/client-logo-4.png
[2024-11-16 05:06:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828417ab47-jBdLfe.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/uploads/2021/05/client-logo-4.png
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:06:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:06:09] [class-ss-page.php:119] Checking Content Identical:274002b650d542911206d18f9b1e43c95d96644e===. Value: FALSE
[2024-11-16 05:06:09] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 550 of 677 pages/files
[2024-11-16 05:06:09] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-16 05:06:10] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-16 05:06:10] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-16 05:06:10] [class-ss-fetch-urls-task.php:69] Total pages: 692; Pages remaining: 92
[2024-11-16 05:06:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/uploads/2021/05/cta-img.jpg
[2024-11-16 05:06:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 692
